sr_no,work_category,work_description,state,ida_agency,mp_name,electednominated,work_description,recommended_date,recommended_amount,sanction_date
14698,Normal/Others,Regarding motor boat for water rescue and safety in emergency situation in flood affected village.,Punjab,KAPURTHALA(DEPUTY COMMISSIONER KAPURTHALA_IDA),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding motor boat for water rescue and safety in emergency situation in flood affected village.,2025-09-02,600000.0,2025-09-03
14699,Normal/Others,"Led Semi High Mast Light (06 LED) with 150-watt, 09 meter pole",Uttar Pradesh,JALAUN(DISTRICT MAGISTRATE JALAUN_IDA),Baburam Nishad (2022-28) (2022-2028),Elected MP,"Led Semi High Mast Light (06 LED) with 150-watt, 09 meter pole",2025-09-02,163533.0,
14700,Normal/Others,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),Punjab,AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),2025-09-02,365000.0,2025-09-16
14701,Normal/Others,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),Punjab,AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),2025-09-02,306800.0,2025-09-05
14702,Normal/Others,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),Punjab,AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA),Sant Balbir Singh (2022-28) (2022-2028),Elected MP,Regarding for giving single walled fabrication of 5000 ltr mobile water tanker. 2mm stainless sheet AISI 304 Material etc. (SC),2025-09-02,365000.0,2025-09-16
14703,Normal/Others,"Construction of our building of Saraswati Vidya Mandir High School, Kotra",Madhya Pradesh,BHOPAL(DISTRICT COLLECTOR BHOPAL_IDA),L. Murugan (2024-30) (2024-2030),Elected MP,"Construction of our building of Saraswati Vidya Mandir High School, Kotra",2025-09-02,2500000.0,2025-11-24
14704,Normal/Others,Installation work of high mast light Near Chandeshwari Ji House Dumma located in Okahi Panchayat Ward No 07 under Sattar Kataiya block.,Bihar,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),Manoj Kumar Jha (2024-30) (2024-2030),Elected MP,Installation work of high mast light Near Chandeshwari Ji House Dumma located in Okahi Panchayat Ward No 07 under Sattar Kataiya block.,2025-09-02,697000.0,2025-09-04
14705,Normal/Others,Installation work of high mast light Devhad Sharma Tola Near Bajrangbali Asthan located in Sahsaul Panchayat Ward No 03 under Sonbarsha block.,Bihar,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),Manoj Kumar Jha (2024-30) (2024-2030),Elected MP,Installation work of high mast light Devhad Sharma Tola Near Bajrangbali Asthan located in Sahsaul Panchayat Ward No 03 under Sonbarsha block.,2025-09-02,697000.0,2025-09-04
14706,Normal/Others,Installation work of high mast light Near Teendhara Baba Asthan Satrudhan Sada House located in Sahsaul Panchayat Ward No 08 under Sonbarsha block.,Bihar,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),Manoj Kumar Jha (2024-30) (2024-2030),Elected MP,Installation work of high mast light Near Teendhara Baba Asthan Satrudhan Sada House located in Sahsaul Panchayat Ward No 08 under Sonbarsha block.,2025-09-02,697000.0,2025-09-04
14707,Normal/Others,Installation work of high mast light Near Pahlam Brahman Tola ke Sharma Tola Ganesh Das house located in Ghourdaur Panchayat Ward No 13 under Banma Itahari block.,Bihar,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),Manoj Kumar Jha (2024-30) (2024-2030),Elected MP,Installation work of high mast light Near Pahlam Brahman Tola ke Sharma Tola Ganesh Das house located in Ghourdaur Panchayat Ward No 13 under Banma Itahari block.,2025-09-02,697000.0,2025-09-08
14708,Normal/Others,Installation work of high mast light Near Prabha tej Narayan Prathmik School located in Sattaur Panchayat under Nowhatta block.,Bihar,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),Manoj Kumar Jha (2024-30) (2024-2030),Elected MP,Installation work of high mast light Near Prabha tej Narayan Prathmik School located in Sattaur Panchayat under Nowhatta block.,2025-09-02,697000.0,2025-09-04
14709,Normal/Others,Construction of PCC Road Laxminiya Ashok Yadav House to Paswan Tola located in Bishanpur Panchayat Ward No 01 under Sattar Kataiya block.,Bihar,SAHARSA(DISTRICT PLANNING OFFICER SAHARSA_IDA),Manoj Kumar Jha (2024-30) (2024-2030),Elected MP,Construction of PCC Road Laxminiya Ashok Yadav House to Paswan Tola located in Bishanpur Panchayat Ward No 01 under Sattar Kataiya block.,2025-09-02,1300000.0,2025-09-11
14710,Repair And Renovation,For carrying out tiling work,Uttar Pradesh,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Amar Pal Maurya (2024-30) (2024-2030),Elected MP,For carrying out tiling work,2025-09-04,946000.0,2025-11-14
14711,Normal/Others,"Retrofitting and Preservation Statue of Unity at MG Marg, Gangtok",Sikkim,Gangtok(DISTRICT COLLECTOR EAST DISTRICT_IDA),Dorjee Tshering Lepcha (2024-30) (2024-2030),Elected MP,"Retrofitting and Preservation Statue of Unity at MG Marg, Gangtok",2026-03-16,500000.0,2026-03-18
14712,Normal/Others,"PCC ROAD-EAST CHAPARAN CHAKIA, PANCHYAT HARDIYABAAD WARD NO 12 ME BACHHA SINGH KE GHAR SE ANILSINGH KE GHAR SE AAGE TAK- PCC ROAD",Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Dharmshila Gupta (2024-30) (2024-2030),Elected MP,"PCC ROAD-EAST CHAPARAN CHAKIA, PANCHYAT HARDIYABAAD WARD NO 12 ME BACHHA SINGH KE GHAR SE ANILSINGH KE GHAR SE AAGE TAK- PCC ROAD",2025-09-03,1478324.0,2026-01-08
14713,Normal/Others,Construction of Natun Mati Rangamancha,Assam,JORHAT(DEPUTY COMMISSIONER JORHAT_IDA),Pabitra Margherita (2022-28) (2022-2028),Elected MP,Construction of Natun Mati Rangamancha,2025-09-03,600000.0,
14714,Normal/Others,"Construction of Teli Path (Notun Mati), Satriya Gaon",Assam,JORHAT(DEPUTY COMMISSIONER JORHAT_IDA),Pabitra Margherita (2022-28) (2022-2028),Elected MP,"Construction of Teli Path (Notun Mati), Satriya Gaon",2025-09-03,600000.0,2026-08-27
14715,Normal/Others,"Construction of Teok Rajohuwa Mukoli Mancha, Teok Chawdung Gaon",Assam,JORHAT(DEPUTY COMMISSIONER JORHAT_IDA),Pabitra Margherita (2022-28) (2022-2028),Elected MP,"Construction of Teok Rajohuwa Mukoli Mancha, Teok Chawdung Gaon",2025-09-03,1000000.0,
14716,Normal/Others,Construction of Public Library at Anirban Sankritik Goshthi,Assam,JORHAT(DEPUTY COMMISSIONER JORHAT_IDA),Pabitra Margherita (2022-28) (2022-2028),Elected MP,Construction of Public Library at Anirban Sankritik Goshthi,2025-09-03,1000000.0,2026-02-19
14717,Normal/Others,"PCC ROAD- PATNA, BARH, PRAKHAND- IBRAHIPUR PCC ROAD, BICHLI MALAHI ME SADAK SE BAUDHU MAHTO KE GHAR SE SHIV PUJAN MAHTO KE SE HOTE HUE KRISHNA MAHTO KE GHAR TAK- PCC ROAD",Bihar,PATNA(DISTRICT PLANNING OFFICER PATNA_IDA),Dharmshila Gupta (2024-30) (2024-2030),Elected MP,"PCC ROAD- PATNA, BARH, PRAKHAND- IBRAHIPUR PCC ROAD, BICHLI MALAHI ME SADAK SE BAUDHU MAHTO KE GHAR SE SHIV PUJAN MAHTO KE SE HOTE HUE KRISHNA MAHTO KE GHAR TAK- PCC ROAD",2025-09-03,989082.0,2025-09-26
14718,Normal/Others,"PCC ROAD- DARBHANGA , PRAKHAND-SINGHWARA VILL BHARWARA, PANCHYAT- BHARATHI KE BHARWARA TOL ME WARD NO 13 KE KISHUN MAHTO KE GHAR SE BALHI POKHAR SHAMSHAN TAK- PCC ROAD.",Bihar,DARBHANGA(DISTRICT PLANNING OFFICER DARBANGA_IDA),Dharmshila Gupta (2024-30) (2024-2030),Elected MP,"PCC ROAD- DARBHANGA , PRAKHAND-SINGHWARA VILL BHARWARA, PANCHYAT- BHARATHI KE BHARWARA TOL ME WARD NO 13 KE KISHUN MAHTO KE GHAR SE BALHI POKHAR SHAMSHAN TAK- PCC ROAD.",2025-09-03,1498000.0,2026-04-07
14719,Normal/Others,"PCC ROAD- EAST CHAMPARAN, PAHARPUR, VILL TEJPURWA ME KISHOR YADAV KE KHET SE AHIRBALIA PUL JANE WALI SADAK ME PCC ROAD.",Bihar,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Dharmshila Gupta (2024-30) (2024-2030),Elected MP,"PCC ROAD- EAST CHAMPARAN, PAHARPUR, VILL TEJPURWA ME KISHOR YADAV KE KHET SE AHIRBALIA PUL JANE WALI SADAK ME PCC ROAD.",2025-09-03,1395554.0,2025-10-06
14720,Normal/Others,"Construction of BC Community Hall at Majeru Village, Challapalli Mandal, Krishna",Andhra Pradesh,KRISHNA(DISTRICT COLLECTOR KRISHNA_IDA),Ryaga Krishnaiah (2024-28) (2024-2028),Elected MP,"Construction of BC Community Hall at Majeru Village, Challapalli Mandal, Krishna",2025-09-03,3000000.0,2025-10-16
14721,Normal/Others,"Procurement of jcb machine,tractor trolly, mud loader for desilting sand depositeon agricultural land and other affected areas in flood hit villages.",Punjab,AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA),Raghav Chadha (2022-28) (2022-2028),Elected MP,"Procurement of jcb machine,tractor trolly, mud loader for desilting sand depositeon agricultural land and other affected areas in flood hit villages.",2025-09-03,4954000.0,2025-09-20
14722,Normal/Others,strengthening of flood protection bandh embankment in gurdaspur District.,Punjab,GURDASPUR(DEPUTY COMMISSIONER GURDASPUR_IDA),Raghav Chadha (2022-28) (2022-2028),Elected MP,strengthening of flood protection bandh embankment in gurdaspur District.,2025-09-03,27500000.0,2025-11-17
14723,Normal/Others,Construction of a community hall in Kamalpur village,Gujarat,PATAN(DISTRICT COLLECTOR PATAN_IDA),Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,Construction of a community hall in Kamalpur village,2025-09-12,500000.0,2026-02-02
14724,Normal/Others,Installing R.O plant at Aloda village,Gujarat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,Installing R.O plant at Aloda village,2025-09-12,250000.0,2025-10-10
14725,Normal/Others,Construction of library work at Ranchhodpura Primary School,Gujarat,MAHESANA(DISTRICT COLLECTOR MAHESANA_IDA),Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,Construction of library work at Ranchhodpura Primary School,2025-09-12,500000.0,2026-08-05
14726,Normal/Others,Construction of R.C.C. Road and Paverblock in Veda (Anandpura) village,Gujarat,GANDHINAGAR(DISTRICT COLLECTOR GANDHINAGAR_IDA),Mayankkumar Nayak (2024-30) (2024-2030),Elected MP,Construction of R.C.C. Road and Paverblock in Veda (Anandpura) village,2025-09-12,500000.0,2026-02-18
14727,Normal/Others,"For Procurement of water tankers, fogging machines and gensets for flood- affected villages of Amritsar",Punjab,AMRITSAR(DEPUTY COMMISSIONER AMRITSAR_IDA),Ashok Kumar Mittal (2022-28) (2022-2028),Elected MP,"For Procurement of water tankers, fogging machines and gensets for flood- affected villages of Amritsar",2025-09-03,821800.0,2025-09-16
14728,Normal/Others,Construction of CC road from Gokul Sasmal house back side to Anirudha Mahotwa house back side.,Odisha,KHORDHA(DISTRICT COLLECTOR KHORDHA_IDA),Manas Ranjan Mangaraj (2022-28) (2022-2028),Elected MP,Construction of CC road from Gokul Sasmal house back side to Anirudha Mahotwa house back side.,2025-09-05,500000.0,2025-11-17
14729,Normal/Others,Construction of CC road from Sarala Sanara R and B road to Sani Mandir.,Odisha,JAGATSINGHAPUR(DISTRICT COLLECTOR JAGATSINGHPUR_IDA),Manas Ranjan Mangaraj (2022-28) (2022-2028),Elected MP,Construction of CC road from Sarala Sanara R and B road to Sani Mandir.,2025-09-05,150000.0,2026-03-23
14730,Normal/Others,Construction of CC road From Sarodala Taradei Gramadebati to Smasana.,Odisha,JAGATSINGHAPUR(DISTRICT COLLECTOR JAGATSINGHPUR_IDA),Manas Ranjan Mangaraj (2022-28) (2022-2028),Elected MP,Construction of CC road From Sarodala Taradei Gramadebati to Smasana.,2025-09-05,250000.0,2026-03-23
14731,Normal/Others,Construction of Sarala Hata internal road.,Odisha,JAGATSINGHAPUR(DISTRICT COLLECTOR JAGATSINGHPUR_IDA),Manas Ranjan Mangaraj (2022-28) (2022-2028),Elected MP,Construction of Sarala Hata internal road.,2025-09-05,150000.0,2026-03-23
14732,Normal/Others,Installation of multi open gym equipment at the Pre Matric Boys Hostel Dawana,Chhattisgarh,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Installation of multi open gym equipment at the Pre Matric Boys Hostel Dawana,2025-12-06,1000000.0,2025-12-09
14733,Normal/Others,Installation of multi open gym equipment at the Pre Matric Girls Hostel Dharsedi,Chhattisgarh,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Installation of multi open gym equipment at the Pre Matric Girls Hostel Dharsedi,2025-12-06,1000000.0,2025-12-09
14734,Normal/Others,Installation of multi open gym equipment at the Post Matric Girls Hostel Odagi,Chhattisgarh,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Installation of multi open gym equipment at the Post Matric Girls Hostel Odagi,2025-12-06,1000000.0,2025-12-09
14735,Normal/Others,Installation of multi open gym equipment at the Pre-Matric Boys Hostel Kewara,Chhattisgarh,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Installation of multi open gym equipment at the Pre-Matric Boys Hostel Kewara,2025-12-06,1000000.0,2025-12-09
14736,Normal/Others,Installation of multi open gym equipment at the Pre-Matric Boys Hostel jajawal,Chhattisgarh,SURAJPUR(DISTRICT COLLECTOR Surajpur_IDA),Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,Installation of multi open gym equipment at the Pre-Matric Boys Hostel jajawal,2025-12-06,1000000.0,2025-12-09
14737,Normal/Others,Construction of a 10000L capacity OHT tank at the Government Girls Higher Secondary School under Namakkal Corporation,Tamil Nadu,NAMAKKAL(DISTRICT COLLECTOR NAMAKKAL_IDA),K.R.N. Rajeshkumar (2022-28) (2022-2028),Elected MP,Construction of a 10000L capacity OHT tank at the Government Girls Higher Secondary School under Namakkal Corporation,2025-09-05,899274.0,2025-09-16
14738,Normal/Others,Formation of Island and GYM Portion to Edapalayam Lake Adjecent to Cuddalore _ Chittoor road in TIRUVANNAMALAI,Tamil Nadu,TIRUVANNAMALAI(DISTRICT COLLECTOR TIRUVANNAMALAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,Formation of Island and GYM Portion to Edapalayam Lake Adjecent to Cuddalore _ Chittoor road in TIRUVANNAMALAI,2025-09-05,7500000.0,2025-09-06
14739,Normal/Others,"Providing Bituminous macadam road at Ramakrishna Nagar in Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at Ramakrishna Nagar in Podhumbu,Madurai District.",2025-09-05,1000000.0,2026-02-18
14740,Normal/Others,"Providing Bituminous macadam road at Saibaba Kovil Opposite Street in Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at Saibaba Kovil Opposite Street in Podhumbu,Madurai District.",2025-09-05,999000.0,2026-02-18
14741,Normal/Others,"Providing Bituminous macadam road at Viswa Street in Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at Viswa Street in Podhumbu,Madurai District.",2025-09-05,997000.0,2026-02-18
14742,Normal/Others,"Providing Bituminous macadam road at Main Road East Side in Chendur Nagar, Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at Main Road East Side in Chendur Nagar, Podhumbu,Madurai District.",2025-09-05,1000000.0,2026-02-18
14743,Normal/Others,"Providing Bituminous macadam road at 1st Street in Chendur Nagar, Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at 1st Street in Chendur Nagar, Podhumbu,Madurai District.",2025-09-05,700000.0,2026-02-18
14744,Normal/Others,"Providing Bituminous macadam road at 2nd Street in Chendur Nagar, Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at 2nd Street in Chendur Nagar, Podhumbu,Madurai District.",2025-09-05,999000.0,2026-02-18
14745,Normal/Others,"Providing Bituminous macadam road at Main Road West Side in Chendur Nagar, Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at Main Road West Side in Chendur Nagar, Podhumbu,Madurai District.",2025-09-05,710000.0,2026-02-18
14746,Normal/Others,"Providing Bituminous macadam road at 1st Street in Amutha Nagar, Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at 1st Street in Amutha Nagar, Podhumbu,Madurai District.",2025-09-05,1000000.0,2026-02-18
14747,Normal/Others,"Providing Bituminous macadam road at 2nd Street in in Amutha Nagar, Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at 2nd Street in in Amutha Nagar, Podhumbu,Madurai District.",2025-09-05,999000.0,2026-02-18
14748,Normal/Others,"Providing Bituminous macadam road at Sangaiyya Nagar, Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at Sangaiyya Nagar, Podhumbu,Madurai District.",2025-09-05,996000.0,2026-02-12
14749,Normal/Others,"Providing Bituminous macadam road at Cross Street in Sangaiyya Nagar, Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at Cross Street in Sangaiyya Nagar, Podhumbu,Madurai District.",2025-09-05,600000.0,2026-02-12
14750,Normal/Others,"Providing Bituminous macadam road at 1st Street East Side in Sai Baba Nagar,Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at 1st Street East Side in Sai Baba Nagar,Podhumbu,Madurai District.",2025-09-05,998000.0,2026-02-18
14751,Normal/Others,"Providing Bituminous macadam road at 2nd Street East Side in Sai Baba Nagar,Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at 2nd Street East Side in Sai Baba Nagar,Podhumbu,Madurai District.",2025-09-05,999000.0,2026-02-18
14752,Normal/Others,"Providing Bituminous macadam road at 1st Cross in Sai Baba Nagar,Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at 1st Cross in Sai Baba Nagar,Podhumbu,Madurai District.",2025-09-05,1000000.0,2026-02-18
14753,Normal/Others,"Providing Bituminous macadam road at 1st Street West Side in Sai Baba Nagar,Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at 1st Street West Side in Sai Baba Nagar,Podhumbu,Madurai District.",2025-09-05,650000.0,2026-02-18
14754,Normal/Others,"Providing Bituminous macadam road at 2nd Street West Side in Sai Baba Nagar,Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at 2nd Street West Side in Sai Baba Nagar,Podhumbu,Madurai District.",2025-09-05,900000.0,2026-02-11
14755,Normal/Others,"Providing Bituminous macadam road at 3rd Street East Side in Sai Baba Nagar,Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at 3rd Street East Side in Sai Baba Nagar,Podhumbu,Madurai District.",2025-09-05,960000.0,2026-02-11
14756,Normal/Others,"Providing Bituminous macadam road at 2nd Cross in Sai Baba Nagar,Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at 2nd Cross in Sai Baba Nagar,Podhumbu,Madurai District.",2025-09-05,998000.0,2026-02-11
14757,Normal/Others,"Providing Bituminous macadam road at 3rd Street West Side in Sai Baba Nagar,Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at 3rd Street West Side in Sai Baba Nagar,Podhumbu,Madurai District.",2025-09-05,999000.0,2026-02-11
14758,Normal/Others,"Providing Bituminous macadam road at 4th Street East Side in Sai Baba Nagar,Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at 4th Street East Side in Sai Baba Nagar,Podhumbu,Madurai District.",2025-09-05,996000.0,2026-02-11
14759,Normal/Others,"Providing Bituminous macadam road at 3rd Cross in Sai Baba Nagar,Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at 3rd Cross in Sai Baba Nagar,Podhumbu,Madurai District.",2025-09-05,500000.0,2026-02-12
14760,Normal/Others,"Providing Bituminous macadam road at 4th Street West Side in Sai Baba Nagar,Podhumbu,Madurai District.",Tamil Nadu,MADURAI(DISTRICT COLLECTOR MADURAI_IDA),R. Girirajan (2022-28) (2022-2028),Elected MP,"Providing Bituminous macadam road at 4th Street West Side in Sai Baba Nagar,Podhumbu,Madurai District.",2025-09-05,1000000.0,2026-02-12
14761,Normal/Others,Construction of Community hall Extension BIT 3,Andhra Pradesh,SIDDIPET(District Collector Siddipet_IDA),V. Vijayendra Prasad (2022-28) (2022-2028),Nominated MP,Construction of Community hall Extension BIT 3,2025-09-05,500000.0,2025-10-28
14762,Normal/Others,Construction of Community hall Extension BIT 4,Andhra Pradesh,SIDDIPET(District Collector Siddipet_IDA),V. Vijayendra Prasad (2022-28) (2022-2028),Nominated MP,Construction of Community hall Extension BIT 4,2025-09-05,500000.0,2025-10-28
14763,Normal/Others,Nagar palika parishad herbertpur ward no-6 Vivek Bihar me meena jain wali gali me dehradun mukhyamarg se subhash vernma ke ghar ke samne pol tak CC marg nirman- kar Santh- Nagar palika parishad herbertpur,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mahendra Bhatt (2024-30) (2024-2030),Elected MP,Nagar palika parishad herbertpur ward no-6 Vivek Bihar me meena jain wali gali me dehradun mukhyamarg se subhash vernma ke ghar ke samne pol tak CC marg nirman- kar Santh- Nagar palika parishad herbertpur,2025-09-06,1478397.0,2025-10-04
14764,Normal/Others,Nagar palika parishad herbertpur ward no-6 Vivek Bihar me Punjab and Sindh Bank wali gali me dehradun mukhyamarg se shri umed ke ghar ke kone tak CC marg nirman- kar Santh- Nagar palika parishad herbertpur,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mahendra Bhatt (2024-30) (2024-2030),Elected MP,Nagar palika parishad herbertpur ward no-6 Vivek Bihar me Punjab and Sindh Bank wali gali me dehradun mukhyamarg se shri umed ke ghar ke kone tak CC marg nirman- kar Santh- Nagar palika parishad herbertpur,2025-09-06,1495580.0,2025-10-04
14765,Normal/Others,Nagar palika parishad herbertpur ward no-6 Vivek Bihar me Punjab and Sindh Bank wali gali me dehradun mukhyamarg se shri Neeraj ke ghar se vijay genral Store tak CC marg nirman- kar Santh- Nagar palika parishad herbertpur,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mahendra Bhatt (2024-30) (2024-2030),Elected MP,Nagar palika parishad herbertpur ward no-6 Vivek Bihar me Punjab and Sindh Bank wali gali me dehradun mukhyamarg se shri Neeraj ke ghar se vijay genral Store tak CC marg nirman- kar Santh- Nagar palika parishad herbertpur,2025-09-06,1500000.0,2025-10-04
14766,Normal/Others,Nagar palika parishad herbertpur ward no-6 Vivek Bihar me meena jain wali gali me Phoolwati gupta ke makan ke chameli devi ke makan tak CC marg nirman- kar Santh- Nagar palika parishad herbertpur,Uttarakhand,DEHRADUN(DISTRICT MAGISTRATE DEHRADUN_IDA),Mahendra Bhatt (2024-30) (2024-2030),Elected MP,Nagar palika parishad herbertpur ward no-6 Vivek Bihar me meena jain wali gali me Phoolwati gupta ke makan ke chameli devi ke makan tak CC marg nirman- kar Santh- Nagar palika parishad herbertpur,2025-09-06,1500000.0,2025-10-04
14767,Normal/Others,for rescue motor boats in emegency,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Harbhajan Singh (2022-28) (2022-2028),Elected MP,for rescue motor boats in emegency,2025-09-06,577500.0,2025-09-29
14768,Normal/Others,for rescue motor boats in emegency,Punjab,JALANDHAR(DEPUTY COMMISSIONER JALANDHAR_IDA),Harbhajan Singh (2022-28) (2022-2028),Elected MP,for rescue motor boats in emegency,2025-09-06,577500.0,2025-09-16
14769,Normal/Others,"Construction of Marketing Shed at Nsunyu Village is a very need of the hours for the people of Tseminyu district , as being a fast growing semi-urban Town, requires essential infrastructure to support sustainable livelihood and ensure the welfare of its resident and travellers. this initiative will not only uplift the scio-economic of the people but also set a model for rural development in the region.",Nagaland,Tseminyu(Deputy Commissioner Tseminyu_IDA),S. Phangnon Konyak (2022-28) (2022-2028),Elected MP,"Construction of Marketing Shed at Nsunyu Village is a very need of the hours for the people of Tseminyu district , as being a fast growing semi-urban Town, requires essential infrastructure to support sustainable livelihood and ensure the welfare of its resident and travellers. this initiative will not only uplift the scio-economic of the people but also set a model for rural development in the region.",2025-09-06,1000000.0,2025-10-13
